entity_id,account_number,ifsc,canonical_name,identity_key
ENT_000078,204495226137,KKBK0001928,Manish Dutta,204495226137_KKBK0001928
ENT_000079,204934110625,UBIN0009900,Deepa Rao,204934110625_UBIN0009900
ENT_000080,205953647125,HDFC0004321,Kabir Kulkarni,205953647125_HDFC0004321
ENT_000081,207261824971,CNRB0006677,Kavya Gupta,207261824971_CNRB0006677
ENT_000082,207267163908,AXIS0003456,Deepa Jain,207267163908_AXIS0003456
ENT_000083,210149503297,SBIN0005678,Siddharth Paul,210149503297_SBIN0005678
ENT_000084,210187050550,IDIB0005566,Ashok Choudhury,210187050550_IDIB0005566
ENT_000085,211095701426,AXIS0003456,Rohit Deshmukh,211095701426_AXIS0003456
ENT_000086,213604131741,IDIB0003344,Geeta Dey,213604131741_IDIB0003344
ENT_000087,214547351220,CNRB0004455,Diya Jain,214547351220_CNRB0004455
ENT_000088,215681909956,UBIN0007788,Shreya Joshi,215681909956_UBIN0007788
ENT_000089,218910883301,KKBK0007890,Deepak Kumar ,218910883301_KKBK0007890
ENT_000090,220342736258,CNRB0008899,Kavita Roy,220342736258_CNRB0008899
ENT_000091,221720126831,PUNB0009876,Pankaj Nair,221720126831_PUNB0009876
ENT_000092,223005401501,SBIN0001234,Rohit Ghosh,223005401501_SBIN0001234
ENT_000093,223153060732,AXIS0007890,Suresh Paul,223153060732_AXIS0007890
ENT_000094,225689924079,CNRB0006677,Shri Pranav Biswas,225689924079_CNRB0006677
ENT_000095,226307668955,HDFC0005678,Sai Gupta,226307668955_HDFC0005678
ENT_000096,226669858209,HDFC0001234,Riya Gaikwad,226669858209_HDFC0001234
ENT_000097,226750596909,AXIS0003456,Anika Das,226750596909_AXIS0003456
ENT_000098,230258293666,SBIN0001234,Karan Biswas,230258293666_SBIN0001234
ENT_000099,230342679193,HDFC0004321,Ishita Malhotra,230342679193_HDFC0004321
ENT_000100,231717138423,AXIS0006543,Suresh Nair,231717138423_AXIS0006543
ENT_000101,232916613814,BARB0003579,Ananya Patil,232916613814_BARB0003579
ENT_000102,235030135894,AXIS0006543,Vikram Bose,235030135894_AXIS0006543
ENT_000103,235448546713,AXIS0006543,Deepa Srivastava,235448546713_AXIS0006543
ENT_000104,237302403040,CNRB0004455,Sunil Patel,237302403040_CNRB0004455
ENT_000105,237664005555,UBIN0009900,Alok Pawar,237664005555_UBIN0009900
ENT_000106,239710314903,UBIN0009900,Sara Sharma,239710314903_UBIN0009900
ENT_000107,240728187316,HDFC0005678,AJAY YADAV,240728187316_HDFC0005678
ENT_000108,241844645681,SBIN0001234,Anita Ghosh,241844645681_SBIN0001234
ENT_000109,242596327861,IDIB0003344,Meera Bhatia,242596327861_IDIB0003344
ENT_000110,244092801172,CNRB0008899,Rahul Ahmed,244092801172_CNRB0008899
ENT_000111,246488330909,PUNB0009876,Aarav Malhotra,246488330909_PUNB0009876
ENT_000112,247869765890,CNRB0004455,Sanjay Menon,247869765890_CNRB0004455
ENT_000113,250059974723,CNRB0004455,Varun Deshmukh,250059974723_CNRB0004455
ENT_000114,250490989573,UBIN0007788,Sunita Kulkarni,250490989573_UBIN0007788
ENT_000115,251282538206,UBIN0009900,Pranav Srivastava,251282538206_UBIN0009900
ENT_000116,252468346350,BARB0003579,Vikram Ghosh,252468346350_BARB0003579
ENT_000117,253634270376,SBIN0001234,Roshni Nair,253634270376_SBIN0001234
ENT_000118,253893447730,IDIB0001122,Ajay Ahmed,253893447730_IDIB0001122
ENT_000119,254608246768,KKBK0003210,Karan Patel,254608246768_KKBK0003210
ENT_000120,254942230953,IDIB0001122,Sara Srivastava,254942230953_IDIB0001122
ENT_000121,257721695267,AXIS0007890,Ananya Kumar,257721695267_AXIS0007890
ENT_000122,258169176459,SBIN0009101,Dr. Aayan Nair,258169176459_SBIN0009101
ENT_000123,259355332042,ICIC0002468,Navya Menon,259355332042_ICIC0002468
ENT_000124,261118623175,IDIB0005566,Pankaj Patel,261118623175_IDIB0005566
ENT_000125,262239677678,IDIB0003344,Aarav Sen,262239677678_IDIB0003344
ENT_000126,264566563474,AXIS0006543,krishna kulkarni,264566563474_AXIS0006543
ENT_000127,269121724065,HDFC0004321,Pari Bose,269121724065_HDFC0004321
ENT_000128,269728956268,PUNB0009876,Saanvi Nair,269728956268_PUNB0009876
ENT_000129,269879802007,ICIC0002468,Rahul Tiwari,269879802007_ICIC0002468
ENT_000130,270091008492,IDIB0001122,Ishan Menon,270091008492_IDIB0001122
ENT_000131,272056016376,AXIS0006543,Alok Kulkarni,272056016376_AXIS0006543
ENT_000132,274493552068,IDIB0003344,Nikhil Tiwari,274493552068_IDIB0003344
ENT_000133,275674087343,IDIB0005566,Rajesh Mishra,275674087343_IDIB0005566
ENT_000134,277660601409,PUNB0001357,Anita Chatterjee,277660601409_PUNB0001357
ENT_000135,279807112340,IDIB0003344,Aadhya Khan,279807112340_IDIB0003344
ENT_000136,286318825329,HDFC0005678,Roy Neha,286318825329_HDFC0005678
ENT_000137,287410804707,KKBK0001928,Priya Nair,287410804707_KKBK0001928
ENT_000138,287436613779,BARB0002345,Ananya Nair,287436613779_BARB0002345
ENT_000139,290008774121,KKBK0001928,Ishan Nair,290008774121_KKBK0001928
ENT_000140,290828210234,HDFC0005678,Swati Gaikwad,290828210234_HDFC0005678
ENT_000141,290920069592,CNRB0006677,Deepak Patel,290920069592_CNRB0006677
ENT_000142,293379984954,UBIN0009900,Sunita Khan,293379984954_UBIN0009900
ENT_000143,294622935239,AXIS0003456,Ramesh Dutta,294622935239_AXIS0003456
ENT_000144,296546131054,KKBK0003210,Pranav Dubey,296546131054_KKBK0003210
ENT_000145,296871013927,CNRB0008899,Arjun Malhotra,296871013927_CNRB0008899
ENT_000146,297594719776,CNRB0004455,Ritvik Mishra,297594719776_CNRB0004455
ENT_000147,298964420838,KKBK0007890,Myra Agarwal,298964420838_KKBK0007890
ENT_000148,299380463457,ICIC0002468,Sanjay Ghosh,299380463457_ICIC0002468
ENT_000149,305023162379,KKBK0007890,Shreya Kapoor,305023162379_KKBK0007890
ENT_000150,306045573885,KKBK0007890,Karan Bhatia,306045573885_KKBK0007890
ENT_000151,306981303296,KKBK0001928,Anil Rao,306981303296_KKBK0001928
ENT_000152,309720703079,SBIN0005678,Neha Kapoor,309720703079_SBIN0005678
ENT_000153,311000094454,AXIS0007890,Swati Srivastava,311000094454_AXIS0007890
ENT_000154,311625223853,IDIB0003344,Advaith Jain,311625223853_IDIB0003344
ENT_000155,312532935220,ICIC0008765,Rohit Yadav,312532935220_ICIC0008765
ENT_000156,314029509095,PUNB0009876,Ira Bhatia,314029509095_PUNB0009876
ENT_000157,318212526070,HDFC0005678,Vihaan Gupta,318212526070_HDFC0005678
ENT_000158,320303658363,SBIN0005678,Navya Gupta,320303658363_SBIN0005678
ENT_000159,321153020865,HDFC0001234,Kabir Kumar,321153020865_HDFC0001234
ENT_000160,321837374500,IDIB0001122,Rahul Mehta,321837374500_IDIB0001122
ENT_000161,324433497350,PUNB0005432,Shaurya Ahmed,324433497350_PUNB0005432
ENT_000162,324458279522,UBIN0005566,Ramesh Ghosh,324458279522_UBIN0005566
ENT_000163,325333063288,PUNB0005432,Ritvik Mehta,325333063288_PUNB0005432
ENT_000164,326303975452,AXIS0007890,Varun  Choudhury,326303975452_AXIS0007890
ENT_000165,327265319003,PUNB0001357,Ramesh Khan,327265319003_PUNB0001357
ENT_000166,329692249128,CNRB0004455,Sunita Roy,329692249128_CNRB0004455
ENT_000167,330675680000,AXIS0006543,Amit Bose,330675680000_AXIS0006543
ENT_000168,331762745410,BARB0002345,Ritvik Dey,331762745410_BARB0002345
ENT_000169,331994091775,CNRB0008899,Anika Biswas,331994091775_CNRB0008899
ENT_000170,332915073587,CNRB0006677,Preeti Kulkarni,332915073587_CNRB0006677
ENT_000171,333279765207,BARB0003579,Karan Malhotra,333279765207_BARB0003579
ENT_000172,333985863762,ICIC0004321,Ishita Sen,333985863762_ICIC0004321
ENT_000173,334614800586,ICIC0002468,Shaurya Nair,334614800586_ICIC0002468
ENT_000174,334774804042,BARB0003579,Aditya Singh,334774804042_BARB0003579
ENT_000175,337257122934,BARB0002345,Anita Singh,337257122934_BARB0002345
ENT_000176,337322386179,IDIB0005566,Ananya Yadav,337322386179_IDIB0005566
ENT_000177,338541452006,IDIB0001122,Aayan Rao,338541452006_IDIB0001122
ENT_000178,338741697466,IDIB0005566,Ira Jain,338741697466_IDIB0005566
ENT_000179,339940462494,AXIS0007890,ANIL MUKHERJEE,339940462494_AXIS0007890
ENT_000180,341781900773,AXIS0003456,Priya Roy,341781900773_AXIS0003456
ENT_000181,341976367027,PUNB0005432,Saanvi Kumar,341976367027_PUNB0005432
ENT_000182,342682139286,BARB0006789,Sai Paul,342682139286_BARB0006789
ENT_000183,343157964776,ICIC0008765,Kabir Kulkarni,343157964776_ICIC0008765
ENT_000184,345790651066,SBIN0001234,Anika Malhotra,345790651066_SBIN0001234
ENT_000185,346095180020,PUNB0009876,Rahul Dey,346095180020_PUNB0009876
ENT_000186,346884123576,CNRB0004455,Pranav Agarwal,346884123576_CNRB0004455
ENT_000187,346998225159,HDFC0001234,Navya Rao,346998225159_HDFC0001234
ENT_000188,347278876628,IDIB0003344,Nikhil Yadav,347278876628_IDIB0003344
ENT_000189,347859694204,PUNB0001357,Shreya Dutta,347859694204_PUNB0001357
ENT_000190,351487177987,BARB0002345,Sara Sharma,351487177987_BARB0002345
ENT_000191,352130348254,KKBK0003210,Sweta Saxena,352130348254_KKBK0003210
ENT_000192,352644409339,ICIC0008765,S Agarwal,352644409339_ICIC0008765
ENT_000193,353543257595,PUNB0009876,Rahul Bose,353543257595_PUNB0009876
ENT_000194,354482841033,HDFC0001234,Anika Mehta,354482841033_HDFC0001234
ENT_000195,354645447539,IDIB0005566,Ramesh Mishra,354645447539_IDIB0005566
ENT_000196,355868954463,KKBK0001928,Arjun Menon,355868954463_KKBK0001928
ENT_000197,356143021540,SBIN0005678,Advik Khan,356143021540_SBIN0005678
ENT_000198,358156110078,AXIS0003456,Anita Mishra,358156110078_AXIS0003456
ENT_000199,360788634696,AXIS0006543,Rahul Biswas,360788634696_AXIS0006543
ENT_000200,360924151492,UBIN0005566,Suresh Mukherjee,360924151492_UBIN0005566
ENT_000201,362360709927,UBIN0009900,Kunal Patil,362360709927_UBIN0009900
ENT_000202,362647482251,HDFC0005678,Ajay Saxena,362647482251_HDFC0005678
ENT_000203,363473920508,UBIN0009900,Pranav Pandey,363473920508_UBIN0009900
ENT_000204,364684869097,ICIC0002468,Deepak Kumar,364684869097_ICIC0002468
ENT_000205,364927045739,KKBK0007890,Ritvik Mukherjee,364927045739_KKBK0007890
ENT_000206,365923443265,KKBK0001928,Rajesh Dutta,365923443265_KKBK0001928
ENT_000207,366742651064,AXIS0007890,Siddharth Pawar,366742651064_AXIS0007890
ENT_000208,368004468323,HDFC0005678,Aarav Shah,368004468323_HDFC0005678
ENT_000209,369646526717,PUNB0005432,Swati Sen,369646526717_PUNB0005432
ENT_000210,369867237953,KKBK0007890,Roshni Tripathi,369867237953_KKBK0007890
ENT_000211,369946052512,IDIB0005566,Sen Atharv,369946052512_IDIB0005566
ENT_000212,374661490981,ICIC0004321,Aditya Choudhury,374661490981_ICIC0004321
ENT_000213,374851785492,HDFC0001234,Sweta Khan,374851785492_HDFC0001234
ENT_000214,383683812395,AXIS0003456,Rajesh Chatterjee,383683812395_AXIS0003456
ENT_000215,386894505438,PUNB0005432,Rohit Tiwari,386894505438_PUNB0005432
ENT_000216,388472023723,KKBK0003210,Nikhil Chatterjee,388472023723_KKBK0003210
ENT_000217,389801158279,BARB0003579,Ira Paul,389801158279_BARB0003579
ENT_000218,391971008994,HDFC0004321,Deepak Yadav,391971008994_HDFC0004321
ENT_000219,394936156580,UBIN0007788,Ishan Tiwari,394936156580_UBIN0007788
ENT_000220,395036212198,SBIN0001234,Pari Sen,395036212198_SBIN0001234
ENT_000221,395585753511,BARB0002345,Menon Sai,395585753511_BARB0002345
ENT_000222,396703133413,AXIS0006543,Nikhil Patil,396703133413_AXIS0006543
ENT_000223,397295152191,AXIS0007890,Ashok Verma,397295152191_AXIS0007890
ENT_000224,401189699468,BARB0006789,Roshni Dey,401189699468_BARB0006789
ENT_000225,401313951964,ICIC0004321,Advaith Gupta,401313951964_ICIC0004321
ENT_000226,402514631089,AXIS0007890,Vikram Kulkarni,402514631089_AXIS0007890
ENT_000227,406352552364,CNRB0004455,Krishna Sen,406352552364_CNRB0004455
ENT_000228,407732520156,ICIC0008765,Advaith Verma,407732520156_ICIC0008765
ENT_000229,408918034515,CNRB0006677,Meera Mishra,408918034515_CNRB0006677
ENT_000230,409029431863,SBIN0005678,Deepa Chatterjee,409029431863_SBIN0005678
ENT_000231,409454714700,KKBK0007890,Ajay Dutta,409454714700_KKBK0007890
ENT_000232,409601839368,KKBK0003210,Sunita Patel,409601839368_KKBK0003210
ENT_000233,409713913259,UBIN0005566,Ashok Pawar,409713913259_UBIN0005566
ENT_000234,413180153817,AXIS0003456,Kunal Jain,413180153817_AXIS0003456
ENT_000235,413697123579,CNRB0008899,Ajay Bose,413697123579_CNRB0008899
ENT_000236,413713286789,UBIN0007788,Shaurya Agarwal,413713286789_UBIN0007788
ENT_000237,416597264475,ICIC0008765,Neha Jain,416597264475_ICIC0008765
ENT_000238,417104722442,SBIN0009101,Atharv Choudhury,417104722442_SBIN0009101
ENT_000239,417880582454,AXIS0007890,Manish Patel,417880582454_AXIS0007890
ENT_000240,418044927983,AXIS0003456,Alok Ghosh,418044927983_AXIS0003456
ENT_000241,425125927992,SBIN0001234,Gaurav Sen,425125927992_SBIN0001234
ENT_000242,425586388909,UBIN0009900,Geeta Joshi,425586388909_UBIN0009900
ENT_000243,426029368922,PUNB0005432,Alok Menon,426029368922_PUNB0005432
ENT_000244,426457316675,BARB0002345,Pranav Jain,426457316675_BARB0002345
ENT_000245,427385361962,CNRB0004455,Ritvik Deshmukh,427385361962_CNRB0004455
ENT_000246,428161668610,AXIS0006543,Ishan Bose,428161668610_AXIS0006543
ENT_000247,430283186227,KKBK0003210,Suresh Saxena,430283186227_KKBK0003210
ENT_000248,430714225291,PUNB0009876,Angel Ali,430714225291_PUNB0009876
ENT_000249,431483177363,SBIN0001234,Ishita Rao,431483177363_SBIN0001234
ENT_000250,434343034522,ICIC0004321,Manish Kulkarni,434343034522_ICIC0004321
ENT_000251,434821263002,KKBK0007890,Priya Srivastava,434821263002_KKBK0007890
ENT_000252,437872761622,SBIN0005678,Sara Malhotra,437872761622_SBIN0005678
ENT_000253,438411762855,BARB0006789,Preeti Dutta,438411762855_BARB0006789
ENT_000254,439982645429,KKBK0001928,Vivaan Yadav,439982645429_KKBK0001928
ENT_000255,440891782309,UBIN0009900,Rajesh Mishra,440891782309_UBIN0009900
ENT_000256,445491629910,AXIS0007890,Khan Ananya,445491629910_AXIS0007890
ENT_000257,446694606719,ICIC0004321,Diya Patil,446694606719_ICIC0004321
ENT_000258,446809914267,SBIN0005678,Reyansh Pandey,446809914267_SBIN0005678
ENT_000259,447300118003,BARB0002345,Nikhil Mishra,447300118003_BARB0002345
ENT_000260,448013415558,CNRB0008899,Advik Dey,448013415558_CNRB0008899
ENT_000261,448079814698,UBIN0009900,Ajay Dey,448079814698_UBIN0009900
ENT_000262,448348407515,ICIC0008765,Sanjay Joshi,448348407515_ICIC0008765
ENT_000263,449565764637,PUNB0001357,Pranav Patel,449565764637_PUNB0001357
ENT_000264,450525458521,HDFC0004321,Gaurav Choudhury,450525458521_HDFC0004321
ENT_000265,451990349323,BARB0003579,Ashok Gaikwad,451990349323_BARB0003579
ENT_000266,452068690122,BARB0003579,Ishan Ahmed,452068690122_BARB0003579
ENT_000267,454716422315,SBIN0001234,Aadhya Das,454716422315_SBIN0001234
ENT_000268,456193888210,CNRB0004455,Anika Bose,456193888210_CNRB0004455
ENT_000269,456826178928,UBIN0005566,Amit Roy,456826178928_UBIN0005566
ENT_000270,457188967265,CNRB0004455,Shreya Ahmed,457188967265_CNRB0004455
ENT_000271,458236319765,AXIS0003456,Amit Yadav,458236319765_AXIS0003456
ENT_000272,458435204313,PUNB0005432,Swati Sen,458435204313_PUNB0005432
ENT_000273,459422681391,IDIB0005566,Aayan Mukherjee,459422681391_IDIB0005566
ENT_000274,461619890171,ICIC0008765,Swati Mishra,461619890171_ICIC0008765
ENT_000275,463080281895,SBIN0001234,Advaith Das,463080281895_SBIN0001234
ENT_000276,463098950845,AXIS0003456,Kabir Bose,463098950845_AXIS0003456
ENT_000277,465087448782,IDIB0001122,Dhruv Dubey,465087448782_IDIB0001122
ENT_000278,467863780045,IDIB0003344,Ritvik K. Rao,467863780045_IDIB0003344
ENT_000279,468451477211,ICIC0008765,Dhruv Mishra,468451477211_ICIC0008765
ENT_000280,471037316428,UBIN0005566,Siddharth Paul,471037316428_UBIN0005566
ENT_000281,471144503217,IDIB0005566,Sunil Malhotra,471144503217_IDIB0005566
ENT_000282,472210151899,CNRB0006677,Dhruv Tiwari,472210151899_CNRB0006677
ENT_000283,472646369774,HDFC0001234,Atharv Kapoor,472646369774_HDFC0001234
ENT_000284,480237414389,AXIS0007890,Roshni Jain,480237414389_AXIS0007890
ENT_000285,482016878181,BARB0002345,Vikram Dubey,482016878181_BARB0002345
ENT_000286,482133076827,BARB0003579,Swati Pawar,482133076827_BARB0003579
ENT_000287,484270768628,AXIS0007890,Sunita Mehta,484270768628_AXIS0007890
ENT_000288,484312829345,KKBK0001928,Rohit Dutta,484312829345_KKBK0001928
ENT_000289,485585964205,PUNB0001357,Ritvik Ghosh,485585964205_PUNB0001357
ENT_000290,486788314061,KKBK0003210,Ishan Roy,486788314061_KKBK0003210
ENT_000291,486988551875,IDIB0001122,Sweta Khan,486988551875_IDIB0001122
ENT_000292,488893282253,UBIN0005566,Sneha Choudhury,488893282253_UBIN0005566
ENT_000293,490009660086,SBIN0009101,Gaurav Biswas,490009660086_SBIN0009101
ENT_000294,490462379884,BARB0006789,Pankaj Sen,490462379884_BARB0006789
ENT_000295,491257417623,CNRB0004455,Meena Tiwari,491257417623_CNRB0004455
ENT_000296,491821870860,KKBK0001928,Swati Ali,491821870860_KKBK0001928
ENT_000297,494702875840,ICIC0004321,Priya Saxena,494702875840_ICIC0004321
ENT_000298,495215290807,PUNB0009876,Pari Chatterjee,495215290807_PUNB0009876
ENT_000299,495973029385,KKBK0001928,Rahul Kumar,495973029385_KKBK0001928
ENT_000300,496260389877,KKBK0003210,Karan S Deshmukh,496260389877_KKBK0003210
ENT_000301,497363671483,BARB0006789,Karan Dubey,497363671483_BARB0006789
ENT_000302,497944539920,UBIN0007788,Riya Singh,497944539920_UBIN0007788
ENT_000303,498478548963,KKBK0003210,Pranav Ahmed,498478548963_KKBK0003210
ENT_000304,499323100384,SBIN0009101,Kavya Gaikwad,499323100384_SBIN0009101
ENT_000305,504776119396,PUNB0009876,Diya Ahmed,504776119396_PUNB0009876
ENT_000306,506568138339,SBIN0009101,Varun Tripathi,506568138339_SBIN0009101
ENT_000307,507365336000,SBIN0009101,Ishita Paul,507365336000_SBIN0009101
ENT_000308,509615173560,AXIS0006543,Ishan Mishra,509615173560_AXIS0006543
ENT_000309,512060416063,HDFC0001234,Ira Kulkarni,512060416063_HDFC0001234
ENT_000310,513604871693,HDFC0004321,Ishita Kulkarni,513604871693_HDFC0004321
ENT_000311,516278088865,SBIN0009101,Roshni Dutta,516278088865_SBIN0009101
ENT_000312,516432181410,AXIS0003456,Navya Kumar,516432181410_AXIS0003456
ENT_000313,518008488562,BARB0006789,Kavya Dutta,518008488562_BARB0006789
ENT_000314,518352484747,AXIS0003456,Roshni Kulkarni,518352484747_AXIS0003456
ENT_000315,518597220210,ICIC0002468,Sweta Mukherjee,518597220210_ICIC0002468
ENT_000316,519275532872,IDIB0003344,SUNITA AHMED,519275532872_IDIB0003344
ENT_000317,521179644432,AXIS0003456,Sanjay Pawar,521179644432_AXIS0003456
ENT_000318,521919454119,SBIN0009101,Deepa Mukherjee,521919454119_SBIN0009101
ENT_000319,525784434958,AXIS0006543,Deepa Saxena,525784434958_AXIS0006543
ENT_000320,528437913341,CNRB0004455,Alok Gaikwad,528437913341_CNRB0004455
ENT_000321,529433631560,ICIC0002468,Sunil Dutta,529433631560_ICIC0002468
ENT_000322,533885200293,ICIC0002468,Aarav Biswas,533885200293_ICIC0002468
ENT_000323,534129483583,CNRB0004455,Suresh Biswas,534129483583_CNRB0004455
ENT_000324,534932502545,HDFC0005678,Vikram Deshmukh,534932502545_HDFC0005678
ENT_000325,535120090431,UBIN0007788,Vijay Pawar,535120090431_UBIN0007788
ENT_000326,536766840508,BARB0003579,Shaurya Jain,536766840508_BARB0003579
ENT_000327,537205922440,SBIN0009101,Deepa Malhotra,537205922440_SBIN0009101
ENT_000328,537317445811,CNRB0008899,Ishan Roy,537317445811_CNRB0008899
ENT_000329,538280978812,SBIN0005678,Preeti Yadav,538280978812_SBIN0005678
ENT_000330,539425475482,UBIN0005566,Deepa Ahmed,539425475482_UBIN0005566
ENT_000331,540273328737,KKBK0003210,Sai Gupta,540273328737_KKBK0003210
ENT_000332,540909937895,SBIN0009101,Ritvik Biswas,540909937895_SBIN0009101
ENT_000333,542146239550,IDIB0005566,Roshni Gupta,542146239550_IDIB0005566
