Timestamp,From Bank,Account,To Bank,Account.1,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022-09-01 00:29:00,70,100428858,8,8090A6540,284.52,US Dollar,Cheque,0
2022-09-01 00:06:00,70,100428858,8,8090A6540,66.06,US Dollar,Cash,1
2022-09-01 00:13:00,70,100428858,210,8090A6F60,143433.17,US Dollar,Cheque,0
2022-09-01 00:23:00,70,100428858,210,8090A6F60,20222.64,US Dollar,Credit Card,0
2022-09-01 00:07:00,70,100428858,210,8090A6F60,142447.92,US Dollar,Cash,0
2022-09-01 00:08:00,70,100428858,210,8090BAF90,21884.45,US Dollar,Cheque,0
2022-09-01 00:11:00,70,100428858,210,8090BAF90,18715.58,US Dollar,Credit Card,0
2022-09-01 00:11:00,70,100428858,210,8090BAF90,5263.12,US Dollar,Cash,0
2022-09-01 00:03:00,70,100428858,214,8090E1160,48422.37,US Dollar,Cheque,0
2022-09-01 00:08:00,70,100428858,214,8090E1160,29847.04,US Dollar,Credit Card,0
2022-09-01 00:26:00,70,100428858,214,8090E1160,138327.74,US Dollar,Cash,0
2022-09-01 00:13:00,70,100428858,225215,8091B3180,7195.3,US Dollar,Cheque,0
2022-09-01 00:24:00,70,100428858,8,809230630,26488.34,US Dollar,Cheque,0
2022-09-01 00:22:00,70,100428858,8,809230630,28627.6,US Dollar,Credit Card,0
2022-09-01 00:06:00,70,100428858,8,809230630,41505.57,US Dollar,Cash,0
2022-09-01 00:16:00,70,100428858,24856,809294B20,186454.44,US Dollar,Cheque,0
2022-09-01 00:11:00,70,100428858,24856,809294B20,31339.06,US Dollar,Credit Card,0
2022-09-01 00:12:00,70,100428858,24856,809294B20,167162.55,US Dollar,Cash,0
2022-09-01 00:03:00,70,100428858,213,809104280,59487.14,US Dollar,Cheque,0
2022-09-01 00:22:00,70,100428858,213,809104280,1570.78,US Dollar,Credit Card,0
2022-09-01 00:02:00,70,100428858,213,809104280,1069.5,US Dollar,Cash,0
2022-09-01 00:01:00,70,100428858,213,8090D1640,51731.33,US Dollar,Cheque,0
2022-09-01 00:17:00,70,100428858,225454,8093293A0,1261.73,US Dollar,Cheque,0
2022-09-01 00:12:00,70,100428858,225454,8093293A0,5416.6,US Dollar,Credit Card,0
2022-09-01 00:11:00,70,100428858,225454,8093293A0,1372.31,US Dollar,Cash,0
2022-09-01 00:01:00,70,100428858,225454,809334AE0,92000.09,US Dollar,Cheque,0
2022-09-01 00:19:00,70,100428858,225454,809334AE0,50103.95,US Dollar,Cash,0
2022-09-01 00:08:00,70,100428858,214,8094843E0,41857.14,US Dollar,Cheque,0
2022-09-01 00:07:00,70,100428858,214,8094843E0,22727.3,US Dollar,Credit Card,0
2022-09-01 00:05:00,70,100428858,213,809484E40,1139.92,US Dollar,Cheque,0
2022-09-01 00:01:00,70,100428858,213,809484E40,173.17,US Dollar,Credit Card,0
2022-09-01 00:20:00,70,100428858,213,809484E40,313.69,US Dollar,Cash,0
2022-09-01 00:27:00,70,100428858,210,8094F0FF0,1030.2,US Dollar,Cheque,0
2022-09-01 00:22:00,70,100428858,210,8094F0FF0,7194.28,US Dollar,Credit Card,0
2022-09-01 00:27:00,70,100428858,225454,8094FF430,31241.27,US Dollar,Cheque,0
2022-09-01 00:18:00,70,100428858,225454,8094FF430,11933.89,US Dollar,Credit Card,0
2022-09-01 00:04:00,70,100428858,19,8095BE950,690.29,US Dollar,Cheque,0
2022-09-01 00:00:00,70,100428858,19,8095BE950,4425.91,US Dollar,Credit Card,0
2022-09-01 00:06:00,70,100428858,225215,8095C74A0,29205.73,US Dollar,Cheque,0
2022-09-01 00:02:00,70,100428858,225215,8095C74A0,23070.12,US Dollar,Credit Card,0
2022-09-01 00:19:00,70,100428858,225215,8095C74A0,65998.05,US Dollar,Cash,0
2022-09-01 00:10:00,70,100428858,122055,8095D5840,5131.12,US Dollar,Cheque,0
2022-09-01 00:00:00,70,100428858,122055,8095D5840,302.63,US Dollar,Credit Card,0
2022-09-01 00:08:00,70,100428858,25113,8095FD920,35393.01,US Dollar,Cheque,0
2022-09-01 00:01:00,70,100428858,25113,8095FD920,1975.67,US Dollar,Credit Card,0
2022-09-01 00:25:00,70,100428858,25113,8095FD920,1311.02,US Dollar,Cash,0
2022-09-01 00:25:00,70,100428858,25202,8095FDF00,42304.03,US Dollar,Cheque,0
2022-09-01 00:09:00,70,100428858,25202,8095FDF00,13148.55,US Dollar,Cash,0
2022-09-01 00:01:00,70,100428858,210,809602680,174030.63,US Dollar,Cheque,0
2022-09-01 00:08:00,70,100428858,210,809602680,19565.51,US Dollar,Credit Card,0
2022-09-01 00:25:00,70,100428858,210,809602680,18716.48,US Dollar,Cash,0
2022-09-01 00:22:00,70,100428858,225215,809608B50,411854.29,US Dollar,Cheque,0
2022-09-01 00:12:00,70,100428858,125305,8096101F0,73499.06,US Dollar,Cheque,0
2022-09-01 00:15:00,70,100428858,125305,8096101F0,14158.82,US Dollar,Credit Card,0
2022-09-01 15:53:00,70,100428858,125305,8096101F0,17036.66,US Dollar,Cheque,0
2022-09-01 00:07:00,70,100428858,214,80961B440,311056.49,US Dollar,Cheque,0
2022-09-01 00:10:00,70,100428858,214,80961B440,6549.57,US Dollar,Credit Card,0
2022-09-01 00:05:00,70,100428858,214,80961B440,230990.38,US Dollar,Cash,0
2022-09-01 00:17:00,70,100428858,25534,80963CB30,26771.71,US Dollar,Credit Card,0
2022-09-01 00:24:00,70,100428858,25534,80963CB30,53888.82,US Dollar,Cash,0
2022-09-01 00:11:00,70,100428858,8,809642260,225124.83,US Dollar,Cheque,0
2022-09-01 00:10:00,70,100428858,8,809642260,339463.32,US Dollar,Cash,0
2022-09-01 00:13:00,70,100428858,225734,8096822C0,43555.64,US Dollar,Cheque,0
2022-09-01 00:05:00,70,100428858,25202,8096895F0,194082.82,US Dollar,Cheque,0
2022-09-01 00:13:00,70,100428858,25202,8096895F0,26183.82,US Dollar,Credit Card,0
2022-09-01 00:17:00,70,100428858,25202,8096895F0,501347.9,US Dollar,Cash,0
2022-09-01 00:09:00,70,100428858,225454,8096A6320,2145.27,US Dollar,Cheque,0
2022-09-01 00:18:00,70,100428858,225454,8096A6320,7998.8,US Dollar,Cash,0
2022-09-01 00:09:00,70,100428858,25534,8096CB990,36810.04,US Dollar,Cheque,0
2022-09-01 00:18:00,70,100428858,25534,8096CB990,2892.25,US Dollar,Credit Card,0
2022-09-01 00:01:00,70,100428858,24941,8096CD900,2597.85,US Dollar,Cheque,0
2022-09-01 00:16:00,70,100428858,24941,8096CD900,831.62,US Dollar,Credit Card,0
2022-09-01 00:16:00,70,100428858,125645,8096E6C60,96290.57,US Dollar,Cheque,0
2022-09-01 00:18:00,70,100428858,19,8096F36A0,4817.03,US Dollar,Cheque,0
2022-09-01 00:19:00,70,100428858,19,8096F36A0,142.44,US Dollar,Credit Card,0
2022-09-01 00:01:00,70,100428858,225454,8097088F0,750.93,US Dollar,Cheque,0
2022-09-01 00:16:00,70,100428858,225454,8097088F0,59.54,US Dollar,Credit Card,0
2022-09-01 00:03:00,70,100428858,19,80970D920,34750.14,US Dollar,Cheque,0
2022-09-01 00:25:00,70,100428858,25665,8097E02B0,116191.85,US Dollar,Cheque,0
2022-09-01 00:21:00,70,100428858,25665,8097E02B0,8237.37,US Dollar,Credit Card,0
2022-09-01 00:15:00,70,100428858,25665,8097E02B0,41030.2,US Dollar,Cash,0
2022-09-01 00:09:00,70,100428858,25534,8097EC820,60890.68,US Dollar,Cheque,0
2022-09-01 00:06:00,70,100428858,25534,8097EC820,96580.66,US Dollar,Cash,0
2022-09-01 00:04:00,70,100428858,25665,809821F10,9545.94,US Dollar,Cheque,0
2022-09-01 00:12:00,70,100428858,25665,809821F10,18829.45,US Dollar,Credit Card,0
2022-09-01 00:15:00,70,100428858,25665,809821F10,49713.06,US Dollar,Cash,0
2022-09-01 00:25:00,70,100428858,24856,80982E680,338.84,US Dollar,Cheque,0
2022-09-01 00:14:00,70,100428858,24856,80982E680,147.19,US Dollar,Cash,0
2022-09-01 00:17:00,70,100428858,25170,809869C70,4552.46,US Dollar,Cheque,0
2022-09-01 00:19:00,70,100428858,25170,809869C70,1061.1,US Dollar,Cash,0
2022-09-01 00:02:00,70,100428858,8,809878DA0,9296.67,US Dollar,Cheque,0
2022-09-01 00:24:00,70,100428858,8,809878DA0,35237.14,US Dollar,Credit Card,0
2022-09-01 00:22:00,70,100428858,8,809878DA0,5789.98,US Dollar,Cash,0
2022-09-01 00:07:00,70,100428858,225734,8098895F0,23935.97,US Dollar,Cheque,0
2022-09-01 00:20:00,70,100428858,225734,8098895F0,24327.3,US Dollar,Credit Card,0
2022-09-01 00:14:00,70,100428858,225734,8098895F0,47521.69,US Dollar,Cash,0
2022-09-01 00:08:00,70,100428858,122055,80989EB20,8916.69,US Dollar,Cheque,0
2022-09-01 00:05:00,70,100428858,122055,80989EB20,648.6,US Dollar,Credit Card,0
2022-09-01 00:11:00,70,100428858,122055,80989EB20,1172.29,US Dollar,Cash,0
2022-09-01 00:22:00,70,100428858,19,8098D1FF0,89651.01,US Dollar,Cheque,0
2022-09-01 00:26:00,70,100428858,19,8098D1FF0,14028.98,US Dollar,Credit Card,0
2022-09-01 00:18:00,70,100428858,19,8098D1FF0,340737.88,US Dollar,Cash,0
2022-09-01 00:17:00,70,100428858,125645,8098EBD50,1588859.26,US Dollar,Cheque,0
2022-09-01 00:23:00,70,100428858,125645,8098EBD50,38078.34,US Dollar,Credit Card,0
2022-09-01 00:20:00,70,100428858,125645,8098EBD50,1181991.9,US Dollar,Cash,0
2022-09-01 00:19:00,70,100428858,25665,8099793B0,2943.33,US Dollar,Cheque,0
2022-09-01 00:21:00,70,100428858,25665,8099793B0,3686.79,US Dollar,Credit Card,0
2022-09-01 00:26:00,70,100428858,25665,8099793B0,1285.38,US Dollar,Cash,0
2022-09-01 00:17:00,70,100428858,25170,8099E9670,66286.97,US Dollar,Cheque,0
2022-09-01 00:11:00,70,100428858,25170,8099E9670,12696.89,US Dollar,Credit Card,0
2022-09-01 00:24:00,70,100428858,25170,8099E9670,350258.26,US Dollar,Cash,0
2022-09-01 00:22:00,70,100428858,24856,809A0C450,6193.72,US Dollar,Cheque,0
2022-09-01 00:24:00,70,100428858,24856,809A0C450,1227.95,US Dollar,Credit Card,0
2022-09-01 00:03:00,70,100428858,25665,809AA6E00,49982.4,US Dollar,Cheque,0
2022-09-01 00:27:00,70,100428858,25665,809AA6E00,862.64,US Dollar,Credit Card,0
2022-09-01 00:28:00,70,100428858,125645,809B499D0,488.84,US Dollar,Cheque,0
2022-09-01 00:00:00,70,100428858,125645,809B499D0,3058.45,US Dollar,Credit Card,0
2022-09-01 00:14:00,70,100428858,125575,809B63630,182473.71,US Dollar,Cheque,0
2022-09-01 00:28:00,70,100428858,125575,809B63630,7215.85,US Dollar,Credit Card,0
2022-09-01 00:14:00,70,100428858,125575,809B63630,272919.42,US Dollar,Cash,0
2022-09-01 00:28:00,70,100428858,126200,809C92F90,20382.58,US Dollar,Cheque,0
2022-09-01 00:22:00,70,100428858,214,809C9B070,8736244.78,US Dollar,Cheque,0
2022-09-01 00:24:00,70,100428858,214,809C9B070,15907.7,US Dollar,Credit Card,0
2022-09-01 00:29:00,70,100428858,214,809C9B070,55219306.57,US Dollar,Cash,0
2022-09-01 00:16:00,70,100428858,126190,809C9CF70,5854673.6,US Dollar,Cheque,0
2022-09-01 00:20:00,70,100428858,126190,809C9CF70,176292.03,US Dollar,Cash,0
2022-09-01 00:27:00,70,100428858,125633,809CA1DC0,835674.43,US Dollar,Cheque,0
2022-09-01 00:22:00,70,100428858,226735,809D18570,10054.17,US Dollar,Cheque,0
2022-09-01 09:39:00,70,100428858,226735,809D18570,125.24,US Dollar,Cheque,0
2022-09-01 09:55:00,70,100428858,226735,809D18570,17.55,US Dollar,Credit Card,0
2022-09-01 00:21:00,70,100428858,24941,809D2BE00,100198692.09,US Dollar,Cheque,0
2022-09-01 00:17:00,70,100428858,25202,809D2DC20,29188.15,US Dollar,Cheque,0
2022-09-01 00:04:00,70,100428858,25202,809D2DC20,3198.94,US Dollar,Cash,0
2022-09-01 00:20:00,70,100428858,214,809D30A80,2519.68,US Dollar,Cheque,0
2022-09-01 00:15:00,70,100428858,214,809D30A80,6438.23,US Dollar,Credit Card,0
2022-09-01 00:16:00,70,100428858,125645,809D53D00,20132.05,US Dollar,Cheque,0
2022-09-01 00:14:00,70,100428858,125645,809D53D00,10598.06,US Dollar,Credit Card,0
2022-09-01 00:21:00,70,100428858,125645,809D53D00,24959.17,US Dollar,Cash,0
2022-09-01 00:18:00,70,100428858,25534,809D6B8B0,83100.76,US Dollar,Cheque,0
2022-09-01 00:22:00,70,100428858,25534,809D6B8B0,1216.98,US Dollar,Credit Card,0
2022-09-01 00:06:00,70,100428858,25534,809D6B8B0,996.71,US Dollar,Cash,0
2022-09-01 00:14:00,70,100428858,19,809DA55D0,10829799.4,US Dollar,Cheque,0
2022-09-01 00:29:00,70,100428858,24941,809E505C0,250577.87,US Dollar,Cheque,0
2022-09-01 00:29:00,70,100428858,24941,809E505C0,7862.51,US Dollar,Credit Card,0
2022-09-01 00:23:00,70,100428858,24941,809E505C0,389596.66,US Dollar,Cash,0
2022-09-01 00:13:00,70,100428858,126191,809E5EAF0,2013.51,US Dollar,Cheque,0
2022-09-01 00:05:00,70,100428858,126191,809E5EAF0,7018.22,US Dollar,Credit Card,0
2022-09-01 00:21:00,70,100428858,210,809EAA9E0,97531.98,US Dollar,Cheque,0
2022-09-01 00:18:00,70,100428858,210,809EAA9E0,34531.34,US Dollar,Credit Card,0
2022-09-01 00:11:00,70,100428858,210,809EAA9E0,34562.34,US Dollar,Cash,0
2022-09-01 14:02:00,70,100428858,210,809EAA9E0,796.87,US Dollar,Cheque,0
2022-09-01 14:11:00,70,100428858,210,809EAA9E0,4416.14,US Dollar,Credit Card,0
2022-09-01 00:24:00,70,100428858,126851,809EAB0F0,11721.61,US Dollar,Cheque,0
2022-09-01 00:22:00,70,100428858,126851,809EAB0F0,97.28,US Dollar,Credit Card,0
2022-09-01 20:28:00,70,100428858,126851,809EAB0F0,44660.28,US Dollar,Cheque,0
2022-09-01 20:02:00,70,100428858,126851,809EAB0F0,17620.03,US Dollar,Credit Card,0
2022-09-01 00:25:00,70,100428858,126876,809EDC880,831.34,US Dollar,Cheque,0
2022-09-01 00:15:00,70,100428858,126876,809EDC880,46.3,US Dollar,Credit Card,0
2022-09-01 00:10:00,70,100428858,126938,809EEB1B0,797.33,US Dollar,Cheque,0
2022-09-01 00:23:00,70,100428858,126938,809EEB1B0,1848.51,US Dollar,Credit Card,0
2022-09-01 00:04:00,70,100428858,226554,809C991D0,3851.35,US Dollar,Cheque,0
2022-09-01 00:05:00,70,100428858,226554,809C991D0,1212.06,US Dollar,Credit Card,0
2022-09-01 00:20:00,70,100428858,226735,809EFF890,2056.31,US Dollar,Cheque,0
2022-09-01 00:04:00,70,100428858,226735,809EFF890,5107.83,US Dollar,Credit Card,0
2022-09-01 00:02:00,70,100428858,125811,809F48810,11162036.39,US Dollar,Cheque,0
2022-09-01 00:23:00,70,100428858,125811,809F48810,37606.7,US Dollar,Credit Card,0
2022-09-01 00:28:00,70,100428858,125811,809F48810,10260776.05,US Dollar,Cash,0
2022-09-01 00:20:00,70,100428858,226554,809F61E50,23783.62,US Dollar,Cheque,0
2022-09-01 00:22:00,70,100428858,226554,809F61E50,17257.99,US Dollar,Credit Card,0
2022-09-01 00:27:00,70,100428858,226554,809F61E50,3067.64,US Dollar,Cash,0
2022-09-01 00:06:00,70,100428858,126956,8138158E0,394577.88,US Dollar,Cheque,0
2022-09-01 00:02:00,70,100428858,126956,8138158E0,31018.51,US Dollar,Credit Card,0
2022-09-01 00:25:00,70,100428858,126956,8138158E0,329257.41,US Dollar,Cash,0
2022-09-01 00:38:00,70,100428858,213,80907C050,25690.86,US Dollar,Cheque,0
2022-09-01 00:30:00,70,100428858,213,80907C050,42324.02,US Dollar,Cash,0
2022-09-01 00:31:00,70,100428858,213,8091545B0,38.96,US Dollar,Cheque,0
2022-09-01 00:56:00,70,100428858,213,8091545B0,21.27,US Dollar,Credit Card,0
2022-09-01 00:49:00,70,100428858,213,8091545B0,21.45,US Dollar,Cash,0
2022-09-01 00:49:00,70,100428858,24779,809189BA0,5247.82,US Dollar,Cheque,0
2022-09-01 00:31:00,70,100428858,24779,809189BA0,4815.0,US Dollar,Cash,0
2022-09-01 00:59:00,70,100428858,125305,8095CFD50,5038.11,US Dollar,Cheque,0
2022-09-01 00:34:00,70,100428858,25534,80970D700,9021.47,US Dollar,Cheque,0
2022-09-01 00:44:00,70,100428858,25534,80970D700,10986.96,US Dollar,Cash,0
2022-09-01 00:58:00,70,100428858,8,8097E5570,110693.71,US Dollar,Cheque,0
2022-09-01 00:51:00,70,100428858,24941,8098D9CF0,972.06,US Dollar,Cheque,0
2022-09-01 00:43:00,70,100428858,24941,8098D9CF0,2487.26,US Dollar,Credit Card,0
2022-09-01 00:40:00,70,100428858,24941,8098D9CF0,773.97,US Dollar,Cash,0
2022-09-01 03:05:00,70,100428858,24941,8098D9CF0,34986.43,US Dollar,Cheque,0
2022-09-01 00:58:00,70,100428858,8,809A69210,1484.77,US Dollar,Cheque,0
2022-09-01 00:34:00,70,100428858,225734,809AA7AF0,67.37,US Dollar,Cheque,0
2022-09-01 00:53:00,70,100428858,225734,809AA7AF0,136.65,US Dollar,Credit Card,0
2022-09-01 00:52:00,70,100428858,226548,809D12630,1189.55,US Dollar,Cheque,0
2022-09-01 00:36:00,70,100428858,226548,809D12630,1150.77,US Dollar,Credit Card,0
2022-09-01 00:51:00,70,100428858,226548,809D2E6E0,196.29,US Dollar,Cheque,0
2022-09-01 00:57:00,70,100428858,226548,809D2E6E0,427.18,US Dollar,Credit Card,0
2022-09-01 00:55:00,70,100428858,213,809D3FA00,2851.56,US Dollar,Credit Card,0
2022-09-01 00:46:00,70,100428858,213,809D3FA00,8119.59,US Dollar,Cash,0
2022-09-01 00:35:00,70,100428858,126107,809D79360,262.71,US Dollar,Cheque,0
2022-09-01 00:58:00,70,100428858,26414,809DAF860,6659.64,US Dollar,Cheque,0
2022-09-01 00:36:00,70,100428858,226548,809DBAF80,651.31,US Dollar,Cheque,0
2022-09-01 00:31:00,70,100428858,226548,809DBAF80,3746.17,US Dollar,Credit Card,0
2022-09-01 00:35:00,70,100428858,122055,809EAF690,259371.83,US Dollar,Cheque,0
2022-09-01 01:13:00,70,100428858,8,809072600,18976.24,US Dollar,Cheque,0
2022-09-01 01:28:00,70,100428858,8,809072600,1049.25,US Dollar,Credit Card,0
2022-09-01 01:03:00,70,100428858,19,80919A720,184.78,US Dollar,Cheque,0
2022-09-01 01:12:00,70,100428858,19,80919A720,212.2,US Dollar,Credit Card,0
2022-09-01 01:15:00,70,100428858,125305,8095EDE90,3547.71,US Dollar,Cheque,0
2022-09-01 01:27:00,70,100428858,24779,80985BE70,1010.15,US Dollar,Cheque,0
2022-09-01 01:00:00,70,100428858,24941,8098D5A20,138.3,US Dollar,Cheque,0
2022-09-01 01:03:00,70,100428858,24941,8098D5A20,79.77,US Dollar,Credit Card,0
2022-09-01 01:09:00,70,100428858,19,8099C7B50,11031.5,US Dollar,Cheque,0
2022-09-01 01:20:00,70,100428858,19,8099C7B50,7578.62,US Dollar,Credit Card,0
2022-09-01 01:07:00,70,100428858,19,8099C7B50,8631.6,US Dollar,Cash,0
2022-09-01 01:01:00,70,100428858,8,809A094E0,813.38,US Dollar,Cheque,0
2022-09-01 01:02:00,70,100428858,8,809A094E0,3011.81,US Dollar,Credit Card,0
2022-09-01 01:16:00,70,100428858,126190,809B5D4E0,340.62,US Dollar,Cheque,0
2022-09-01 01:17:00,70,100428858,26174,809CC58B0,621131.71,US Dollar,Cheque,0
2022-09-01 01:08:00,70,100428858,8,809F01C00,2548.88,US Dollar,Cheque,0
2022-09-01 01:04:00,70,100428858,8,809F01C00,6688.2,US Dollar,Credit Card,0
2022-09-01 01:01:00,70,100428858,126190,814658DC0,2459.55,US Dollar,Cheque,0
2022-09-01 01:14:00,70,100428858,126190,814658DC0,869.03,US Dollar,Credit Card,0
2022-09-01 01:43:00,70,100428858,122055,80907AFD0,396321.79,US Dollar,Cheque,0
2022-09-01 01:50:00,70,100428858,24779,8091B0050,7887.39,US Dollar,Cheque,0
2022-09-01 01:33:00,70,100428858,19,80924B340,81.95,US Dollar,Cheque,0
2022-09-01 01:41:00,70,100428858,19,80924B340,507.04,US Dollar,Credit Card,0
2022-09-01 01:54:00,70,100428858,24922,80929EB00,116.45,US Dollar,Cheque,0
2022-09-01 01:59:00,70,100428858,24922,80929EB00,571.31,US Dollar,Credit Card,0
2022-09-01 01:49:00,70,100428858,8,80933B710,200.85,US Dollar,Cheque,0
2022-09-01 01:48:00,70,100428858,8,80933B710,130.15,US Dollar,Credit Card,0
2022-09-01 01:57:00,70,100428858,25170,8094A1350,4424.35,US Dollar,Cheque,0
2022-09-01 01:44:00,70,100428858,225215,80996F8D0,38972.06,US Dollar,Cheque,0
2022-09-01 01:36:00,70,100428858,225215,80996F8D0,7721.03,US Dollar,Credit Card,0
2022-09-01 01:46:00,70,100428858,125575,809A159E0,1643.32,US Dollar,Cheque,0
2022-09-01 01:31:00,70,100428858,125575,809A159E0,246.19,US Dollar,Credit Card,0
2022-09-01 12:55:00,70,100428858,125575,809A159E0,256.45,US Dollar,Cheque,0
2022-09-01 01:59:00,70,100428858,226391,8095AE100,9899.35,US Dollar,Cheque,0
2022-09-01 01:55:00,70,100428858,226391,8095AE100,5722.99,US Dollar,Credit Card,0
2022-09-01 01:49:00,70,100428858,226391,809CB4570,6283.48,US Dollar,Cheque,0
2022-09-01 01:58:00,70,100428858,226391,809CB4570,3272.33,US Dollar,Credit Card,0
2022-09-01 01:53:00,70,100428858,226391,809CB4570,2208.8,US Dollar,Cash,0
2022-09-01 01:34:00,70,100428858,225454,809D21330,5992.63,US Dollar,Cash,0
2022-09-01 01:47:00,70,100428858,24922,809E754B0,159626.56,US Dollar,Cheque,0
2022-09-01 02:09:00,70,100428858,19,80906FED0,629.26,US Dollar,Cheque,0
2022-09-01 02:00:00,70,100428858,19,80906FED0,102.55,US Dollar,Cash,0
2022-09-01 02:12:00,70,100428858,25113,8095457F0,3619.27,US Dollar,Cheque,0
2022-09-01 02:13:00,70,100428858,25113,8095457F0,2927.71,US Dollar,Credit Card,0
2022-09-01 02:12:00,70,100428858,24856,8095824C0,18554.06,US Dollar,Cheque,0
2022-09-01 02:16:00,70,100428858,24856,8095824C0,3671.44,US Dollar,Credit Card,0
2022-09-01 02:17:00,70,100428858,214,8096F9F90,634.88,US Dollar,Cheque,0
2022-09-01 02:26:00,70,100428858,226548,809A7EE60,2075.21,US Dollar,Cheque,0
2022-09-01 02:09:00,70,100428858,226548,809A7EE60,52.79,US Dollar,Credit Card,0
2022-09-01 02:00:00,70,100428858,26174,809CBCBD0,579505.19,US Dollar,Cheque,0
2022-09-01 02:05:00,70,100428858,26174,809CBCBD0,19227.77,US Dollar,Credit Card,0
2022-09-01 02:13:00,70,100428858,26174,809CBCBD0,1894579.41,US Dollar,Cash,0
2022-09-01 02:23:00,70,100428858,126094,809E10B30,210.34,US Dollar,Cheque,0
2022-09-01 02:27:00,70,100428858,126094,809E10B30,131.75,US Dollar,Credit Card,0
2022-09-01 02:16:00,70,100428858,125575,809F07C10,3644.34,US Dollar,Cheque,0
2022-09-01 02:12:00,70,100428858,125575,809F07C10,1631.85,US Dollar,Credit Card,0
2022-09-01 02:06:00,70,100428858,24779,809F9D870,50.2,US Dollar,Cheque,0
2022-09-01 02:07:00,70,100428858,24779,809F9D870,202.75,US Dollar,Cash,0
2022-09-01 02:59:00,70,100428858,24779,809116970,16929.69,US Dollar,Cheque,0
2022-09-01 02:43:00,70,100428858,24779,809116970,19949.66,US Dollar,Credit Card,0
2022-09-01 02:48:00,70,100428858,24779,809116970,2986.57,US Dollar,Cash,0
2022-09-01 02:51:00,70,100428858,24856,8095FBEF0,3842.77,US Dollar,Cheque,0
2022-09-01 02:30:00,70,100428858,122055,8096AF710,326.12,US Dollar,Cheque,0
